Telemetry GUID (Device+ParamName),"Device 
(CompClass)",Metric (ParamName),Description,"Category
GPU-ECC-MODE-PENDING,GPU,ECC-MODE-PENDING,Total GPU Power limit (in hexadecimal milliwatts) as defined in HW spec.,Status,Uint64,"SMBPBI: (0x05, [0x14], [0x00]) | NSM: (0x3, 0x07)",nvmlDeviceGetPowerManagementLimit,nvidia_smi_log.gpu.gpu_power_readings.current_power_limit,DCGM_FI_DEV_POWER_MGMT_LIMIT:160,"2021.1d
/redfish/v1/Systems/HGX_Baseboard_{InstanceId}/Processors/GPU_SXM_{InstanceId}/EnvironmentMetrics
{PowerLimitWatts{SetPoint}}","2021.1d
/redfish/v1/Systems/HGX_Baseboard_{InstanceId}/Processors/GPU_{InstanceId}/EnvironmentMetrics
{PowerLimitWatts{SetPoint}}","2021.1d
/redfish/v1/Systems/System_{InstanceId}/Processors/GPU_{InstanceId}/EnvironmentMetrics
{PowerLimitWatts{SetPoint}}",,,busctl get-property  xyz.openbmc_project.NSM /xyz/openbmc_project/inventory/system/accelerator/GPU_$gpuid xyz.openbmc_project.Memory.MemoryECC PendingECCState,"""nsmd_HGX_ProcessorMetrics_0""",NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,NA,Yes,Yes,Yes,NA,Yes,Yes,,Available,No,No Impact,10 Min,30,"2021.1d
/redfish/v1/Systems/{SYSTEM_NAME}_{InstanceId}/Processors/{GPU_PROC_NAME}_{InstanceId}/EnvironmentMetrics
{PowerLimitWatts{SetPoint}}","2021.1d
/redfish/v1/Systems/$SystemId/Processors/$ProcessorId/EnvironmentMetrics
{PowerLimitWatts{SetPoint}}","{SystemId:{SystemType: Physical}, ProcessorId: {ProcessorType: GPU}}",GPU,,,ES,,,,"L0, R1","L1, R1","RF:DCGM, nvoem"
GPU-ROW-REMAP-PENDING,GPU,ROW-REMAP-PENDING,Total number of NVLink Links,Status,Uint64,"SMBPBI: (0x1A, 00h, unused)",NVML_FI_DEV_NVLINK_LINK_COUNT,NA,NA,"2021.1d
/redfish/v1/Systems/HGX_Baseboard_{InstanceId}/Processors/GPU_SXM_{InstanceId}/Ports
{Members@odata.count}","2021.1d
/redfish/v1/Systems/HGX_Baseboard_{InstanceId}/Processors/GPU_{InstanceId}/Ports
{Members@odata.count}","2021.1d
/redfish/v1/Systems/System_{InstanceId}/Processors/GPU_{InstanceId}/Ports
{Members@odata.count}",,,busctl get-property  xyz.openbmc_project.NSM /xyz/openbmc_project/inventory/system/dimm/GPU_$gpuid_DRAM_0 com.nvidia.MemoryRowRemapping RowRemappingPendingState,"""nsmd_HGX_ProcessorMetrics_0""",NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,Yes,NA,Yes,NA,Yes,NA,,Available,No,No Impact,10 Min,,"2021.1d
/redfish/v1/Systems/{SYSTEM_NAME}_{InstanceId}/Processors/{GPU_PROC_NAME}_{InstanceId}/Ports
{Members@odata.count}","2021.1d
/redfish/v1/Systems/$SystemId/Processors/$ProcessorId/Ports
{Members@odata.count}","{SystemId:{SystemType: Physical}, ProcessorId: {ProcessorType: GPU}}",,,,,,,,L1,L1,NA
GPU-PCI-LINK-SPEED-CURR,GPU,PCI-LINK-SPEED-CURR,Maximum Programmable Clock in KHz (Memory),Status,String,"SMBPBI: (0x1B, [0x02], [0x01]) | NSM: (0x3, 0x011)",nvmlDeviceGetMaxClockInfo,nvidia_smi_log.gpu.max_clocks.mem_clock,DCGM_FI_DEV_MAX_MEM_CLOCK:114,"2021.1c
/redfish/v1/Systems/HGX_Baseboard_{InstanceId}/Memory/GPU_SXM_{InstanceId}_DRAM_{InstanceId}
{AllowedSpeedsMHz[1]}","2021.1c
/redfish/v1/Systems/HGX_Baseboard_{InstanceId}/Memory/GPU_{InstanceId}_DRAM_{InstanceId}
{AllowedSpeedsMHz[1]}","2021.1c
/redfish/v1/Systems/System_{InstanceId}/Memory/GPU_{InstanceId}_DRAM_{InstanceId}
{AllowedSpeedsMHz[1]}",,,busctl get-property  xyz.openbmc_project.NSM /xyz/openbmc_project/inventory/system/chassis/HGX_GPU_$gpuid/PCIeDevices/GPU_$gpuid xyz.openbmc_project.Inventory.Item.PCIeDevice PCIeType,,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,NA,Yes,Yes,Yes,NA,Yes,Yes,,Available,No,No Impact,10 Min,30,"2021.1c
/redfish/v1/Systems/{SYSTEM_NAME}_{InstanceId}/Memory/{GPU_MEM_NAME}_{InstanceId}_DRAM_{InstanceId}
{AllowedSpeedsMHz[1]}","2021.1c
/redfish/v1/Systems/$SystemId/Memory/$MemoryId
{AllowedSpeedsMHz[1]}","{SystemId:{SystemType: Physical}, MemoryId: {MemoryDeviceType: HBM}}",,,,ES,,,,"L0, R1","L1, R1",RF:DCGM
GPU-MIG-MODE-CURR,GPU,MIG-MODE-CURR,Maximum PCIe link speed supported,Status,Uint64,"SMBPBI: (0x05, [0x12], [0x00]) | NSM: (0x2, 0x4)",nvmlDeviceGetMaxPcieLinkGeneration,nvidia_smi_log.gpu.pci.pci_gpu_link_info.pcie_gen.max_link_gen,DCGM_FI_DEV_PCIE_MAX_LINK_GEN:235,"2021.1c
/redfish/v1/Chassis/HGX_GPU_SXM_{InstanceId}/PCIeDevices/GPU_SXM_{InstanceId}
{PCIeInterface{MaxPCIeType}}","2021.1c
/redfish/v1/Chassis/HGX_GPU_{InstanceId}/PCIeDevices/GPU_{InstanceId}
{PCIeInterface{MaxPCIeType}}","2021.1c
/redfish/v1/Chassis/GPU_{InstanceId}/PCIeDevices/GPU_{InstanceId}
{PCIeInterface{MaxPCIeType}}",,,busctl get-property  xyz.openbmc_project.NSM /xyz/openbmc_project/inventory/system/accelerator/GPU_$gpuid com.nvidia.MigMode MIGModeEnabled,"""nsmd_HGX_ProcessorMetrics_0""",NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,NA,Yes,Yes,Yes,NA,Yes,Yes,,Available,No,No Impact,10 Min,30,"2021.1c
/redfish/v1/Chassis/{GPU_CHAS_NAME}_{InstanceId}/PCIeDevices/{GPU_PCIED_NAME}_{InstanceId}
{PCIeInterface{MaxPCIeType}}","2021.1c
/redfish/v1/Chassis/$ChassisId/PCIeDevices/$PCIeId
{PCIeInterface{MaxPCIeType}}","{ChassisId: {Id_contains: {anyOf: [GPU], not: [RoT]}}, PCIeId: {DeviceType: all}}",,"{""5"": ""Gen5"", ""4"": ""Gen4"", ""3"": ""Gen3"", ""2"": ""Gen2"", ""1"": ""Gen1""}",,ES,,,,"L0, R1","L1, R1",RF:DCGM
GPU-MIG-MODE-PENDING,GPU,MIG-MODE-PENDING,NVLink Global Capabilities,Status,Uint64,"SMBPBI: Future:  (0x1A, TBD, unused)",nvmlDeviceGetNvLinkCapability,,NA,GAP in Schema,GAP in Schema,GAP in Schema,,,busctl get-property  xyz.openbmc_project.NSM /xyz/openbmc_project/inventory/system/accelerator/GPU_$gpuid com.nvidia.MigMode PendingMIGState,"""nsmd_HGX_ProcessorMetrics_0""",NA,NA,NA,Yes,Yes,Yes,?,?,?,?,?,NA,?,NA,?,?,?,NA,Yes,,,Available IB,,No Impact,10 Min,,GAP in Schema,GAP in Schema,,,,,QS,,,,L1,L1,NA
GPU-HEALTH,GPU,HEALTH,The lower bound of individual GPU power limit user can choose.,Status,String,"2021.1c
/redfish/v1/Chassis/{GPU_CHAS_NAME}_{InstanceId}
{PartNumber} | NSM: (0x3, 0xC)",nvmlDeviceGetPowerManagementLimitConstraints,nvidia_smi_log.gpu.gpu_power_readings.min_power_limit,DCGM_FI_DEV_POWER_MGMT_LIMIT_MIN:161,"2021.1d
/redfish/v1/Systems/HGX_Baseboard_{InstanceId}/Processors/GPU_SXM_{InstanceId}/EnvironmentMetrics
{PowerLimitWatts{AllowableMin}}","2021.1d
/redfish/v1/Systems/HGX_Baseboard_{InstanceId}/Processors/GPU_{InstanceId}/EnvironmentMetrics
{PowerLimitWatts{AllowableMin}}","2021.1d
/redfish/v1/Systems/System_{InstanceId}/Processors/GPU_{InstanceId}/EnvironmentMetrics
{PowerLimitWatts{AllowableMin}}",,,busctl get-property  xyz.openbmc_project.NSM /xyz/openbmc_project/inventory/system/accelerator/GPU_$gpuid xyz.openbmc_project.State.Decorator.Health Health,"""nsmd_HGX_ProcessorMetrics_0""",NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,NA,Yes,Yes,Yes,NA,Yes,Yes,,Available,Yes,No Impact,10 Min,30,"2021.1d
/redfish/v1/Systems/{SYSTEM_NAME}_{InstanceId}/Processors/{GPU_PROC_NAME}_{InstanceId}/EnvironmentMetrics
{PowerLimitWatts{AllowableMin}}","2021.1d
/redfish/v1/Systems/$SystemId/Processors/$ProcessorId/EnvironmentMetrics
{PowerLimitWatts{AllowableMin}}","{SystemId:{SystemType: Physical}, ProcessorId: {ProcessorType: GPU}}",GPU,,,ES,,,,"L0, R1","L1, R1",RF:DCGM
GPU-DRVR-STATE,GPU,DRVR-STATE,The upper bound of individual GPU power limit user can choose.,Status,string,"SMBPBI: (0x10,[0x02],Unused): limitMax | NSM: (0x3, 0xC)",nvmlDeviceGetPowerManagementLimitConstraints,nvidia_smi_log.gpu.gpu_power_readings.max_power_limit,DCGM_FI_DEV_POWER_MGMT_LIMIT_MAX:162,"2021.1d
/redfish/v1/Systems/HGX_Baseboard_{InstanceId}/Processors/GPU_SXM_{InstanceId}/EnvironmentMetrics
{PowerLimitWatts{AllowableMax}}","2021.1d
/redfish/v1/Systems/HGX_Baseboard_{InstanceId}/Processors/GPU_{InstanceId}/EnvironmentMetrics
{PowerLimitWatts{AllowableMax}}","2021.1d
/redfish/v1/Systems/System_{InstanceId}/Processors/GPU_{InstanceId}/EnvironmentMetrics
{PowerLimitWatts{AllowableMax}}",,,busctl get-property  xyz.openbmc_project.NSM /xyz/openbmc_project/inventory_software/HGX_Driver_GPU_$gpuid xyz.openbmc_project.State.Decorator.OperationalStatus State,"""nsmd_HGX_ProcessorMetrics_0""",NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,NA,Yes,Yes,Yes,NA,Yes,Yes,,Available,Yes,No Impact,10 Min,30,"2021.1d
/redfish/v1/Systems/{SYSTEM_NAME}_{InstanceId}/Processors/{GPU_PROC_NAME}_{InstanceId}/EnvironmentMetrics
{PowerLimitWatts{AllowableMax}}","2021.1d
/redfish/v1/Systems/$SystemId/Processors/$ProcessorId/EnvironmentMetrics
{PowerLimitWatts{AllowableMax}}","{SystemId:{SystemType: Physical}, ProcessorId: {ProcessorType: GPU}}",GPU,,,ES,,,,"L0, R1","L1, R1",RF:DCGM
GPU-LinkErrorRecoveryCounter,GPU,LinkErrorRecoveryCounter,The maximum allowable operating temperature for memory,Status,Uint64,NA.  Refer to product Thermal Specification for static value,nvmlDeviceGetTemperatureThreshold,nvidia_smi_log.gpu.temperature.gpu_temp_max_mem_tlimit_threshold,DCGM_FI_DEV_MEM_MAX_OP_TEMP:151,"2021.1c
/redfish/v1/Chassis/HGX_GPU_SXM_{InstanceId}/Sensors/HGX_GPU_SXM_{InstanceId}_DRAM_{InstanceId}_Temp_{InstanceId}
{Thresholds{UpperCritical{Reading}}}","2021.1c
/redfish/v1/Chassis/HGX_GPU_{InstanceId}/Sensors/HGX_GPU_{InstanceId}_DRAM_{InstanceId}_Temp_{InstanceId}
{Thresholds{UpperCritical{Reading}}}","2021.1c
/redfish/v1/Chassis/GPU_{InstanceId}/Sensors/GPU_{InstanceId}_DRAM_{InstanceId}_Temp_{InstanceId}
{Thresholds{UpperCritical{Reading}}}",,,busctl get-property  xyz.openbmc_project.NSM /xyz/openbmc_project/inventory/system/accelerator/GPU_$gpuid/Ports/NVLink_[gpu_nvlinkid] xyz.openbmc_project.Metrics.IBPort LinkErrorRecoveryCounter,"""nsmd_HGX_ProcessorPortMetrics_0""",NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,NA,Yes,Yes,Yes,NA,Yes,Yes,,Available,Yes,No Impact,10 Min,30,"2021.1c
/redfish/v1/Chassis/{GPU_CHAS_NAME}_{InstanceId}/Sensors/{GPU_SENS_NAME}_{InstanceId}_DRAM_{InstanceId}_Temp_{InstanceId}
{Thresholds{UpperCritical{Reading}}}","2021.1c
/redfish/v1/Chassis/$ChassisId/Sensors/$SensorId
{Thresholds{UpperCritical{Reading}}}","{ChassisId: {Id_contains: {anyOf: [GPU], not: [RoT]}}, SensorId: {ReadingType: Temperature, Id_contains: DRAM}}",,,,ES,,,,"L0, R1","L1, R1","RF:DCGM, nvoem"
GPU-PORT-RCV-DATA,GPU,PORT-RCV-DATA,Maximum PCIe link width supported,Status,Uint64,"SMBPBI: (0x05, [0x13], [0x00]) | NSM: (0x2, 0x4)",nvmlDeviceGetMaxPcieLinkWidth,nvidia_smi_log.gpu.pci.pci_gpu_link_info.link_widths.max_link_width,DCGM_FI_DEV_PCIE_MAX_LINK_WIDTH:236,"2021.1c
/redfish/v1/Chassis/HGX_GPU_SXM_{InstanceId}/PCIeDevices/GPU_SXM_{InstanceId}
{PCIeInterface{MaxLanes}}","2021.1c
/redfish/v1/Chassis/HGX_GPU_{InstanceId}/PCIeDevices/GPU_{InstanceId}
{PCIeInterface{MaxLanes}}","2021.1c
/redfish/v1/Chassis/GPU_{InstanceId}/PCIeDevices/GPU_{InstanceId}
{PCIeInterface{MaxLanes}}",/redfish/v1/TelemetryService/MetricReports/HGX_ProcessorMetrics_0,/redfish/v1/TelemetryService/MetricReports/ProcessorMetrics_0,busctl get-property  xyz.openbmc_project.NSM /xyz/openbmc_project/inventory/system/accelerator/GPU_$gpuid/Ports/NVLink_[gpu_nvlinkid] xyz.openbmc_project.Metrics.PortMetricsOem2 RXBytes,"""nsmd_HGX_ProcessorPortMetrics_0""",NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,NA,Yes,Yes,Yes,NA,Yes,Yes,,Available,No,No Impact,10 Min,30,"2021.1c
/redfish/v1/Chassis/{GPU_CHAS_NAME}_{InstanceId}/PCIeDevices/{GPU_PCIED_NAME}_{InstanceId}
{PCIeInterface{MaxLanes}}","2021.1c
/redfish/v1/Chassis/$ChassisId/PCIeDevices/$PCIeId
{PCIeInterface{MaxLanes}}","{ChassisId: {Id_contains: {anyOf: [GPU], not: [RoT]}}, PCIeId: {DeviceType: all}}",,,,ES,,,,"L0, R1","L1, R1",RF:DCGM
GPU-PORT-RCV-PKTS,GPU,PORT-RCV-PKTS,The default value for the total GPU power limit.,Status,Uint64,"SMBPBI: (0x10,[0x02],Unused): limitDefault | NSM: (0x3, 0xC)",nvmlDeviceGetPowerManagementDefaultLimit,nvidia_smi_log.gpu.gpu_power_readings.default_power_limit,DCGM_FI_DEV_POWER_MGMT_LIMIT_DEF:163,"2021.1d
/redfish/v1/Systems/HGX_Baseboard_{InstanceId}/Processors/GPU_SXM_{InstanceId}/EnvironmentMetrics
{PowerLimitWatts{DefaultSetPoint}}","2021.1d
/redfish/v1/Systems/HGX_Baseboard_{InstanceId}/Processors/GPU_{InstanceId}/EnvironmentMetrics
{PowerLimitWatts{DefaultSetPoint}}","2021.1d
/redfish/v1/Systems/System_{InstanceId}/Processors/GPU_{InstanceId}/EnvironmentMetrics
{PowerLimitWatts{DefaultSetPoint}}",,,busctl get-property  xyz.openbmc_project.NSM /xyz/openbmc_project/inventory/system/accelerator/GPU_$gpuid/Ports/NVLink_[gpu_nvlinkid] xyz.openbmc_project.Metrics.IBPort RXPkts,"""nsmd_HGX_ProcessorPortMetrics_0""",NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,NA,Yes,Yes,Yes,NA,Yes,Yes,,Available,Yes,No Impact,10 Min,30,"2021.1d
/redfish/v1/Systems/{SYSTEM_NAME}_{InstanceId}/Processors/{GPU_PROC_NAME}_{InstanceId}/EnvironmentMetrics
{PowerLimitWatts{DefaultSetPoint}}","2021.1d
/redfish/v1/Systems/$SystemId/Processors/$ProcessorId/EnvironmentMetrics
{PowerLimitWatts{DefaultSetPoint}}","{SystemId:{SystemType: Physical}, ProcessorId: {ProcessorType: GPU}}",GPU,,,ES,,,,"L0, R1","L1, R1",RF:DCGM
GPU-PORT-XMIT-DATA-VL15,GPU,PORT-XMIT-DATA-VL15,Total size of memory (DRAM),Status,Uint64,"NSM: (0x3, 0xC)",nvmlDeviceGetMemoryInfo,nvidia_smi_log.gpu.fb_memory_usage.total,DCGM_FI_DEV_FB_TOTAL:250,"2021.1c
/redfish/v1/Systems/HGX_Baseboard_{InstanceId}/Memory/GPU_SXM_{InstanceId}_DRAM_{InstanceId}
{CapacityMiB}","2021.1c
/redfish/v1/Systems/HGX_Baseboard_{InstanceId}/Memory/GPU_{InstanceId}_DRAM_{InstanceId}
{CapacityMiB}","2021.1c
/redfish/v1/Systems/System_{InstanceId}/Memory/GPU_{InstanceId}_DRAM_{InstanceId}
{CapacityMiB}",,,busctl get-property  xyz.openbmc_project.NSM /xyz/openbmc_project/inventory/system/accelerator/GPU_$gpuid/Ports/NVLink_[gpu_nvlinkid] xyz.openbmc_project.Metrics.IBPort VL15TXData,"""nsmd_HGX_ProcessorPortMetrics_0""",NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,Yes,Yes,NA,Yes,Yes,,Available,No,No Impact,10 Min,30,"2021.1c
/redfish/v1/Systems/{SYSTEM_NAME}_{InstanceId}/Memory/{GPU_MEM_NAME}_{InstanceId}_DRAM_{InstanceId}
{CapacityMiB}","2021.1c
/redfish/v1/Systems/$SystemId/Memory/$MemoryId
{CapacityMiB}","{SystemId:{SystemType: Physical}, MemoryId: {MemoryDeviceType: HBM}}",,,,ES,,,,"L0, R1","L1, R1",RF:DCGM
GPU-PORT-XMIT-PKTS,GPU,PORT-XMIT-PKTS,"The supported error correction scheme, e.g. SingleBitECC or DoubleBitECC",Status,Uint64,NA,NA,NA,NA,"2021.1c
/redfish/v1/Systems/HGX_Baseboard_{InstanceId}/Memory/GPU_SXM_{InstanceId}_DRAM_{InstanceId}
{ErrorCorrection}","2021.1c
/redfish/v1/Systems/HGX_Baseboard_{InstanceId}/Memory/GPU_{InstanceId}_DRAM_{InstanceId}
{ErrorCorrection}","2021.1c
/redfish/v1/Systems/System_{InstanceId}/Memory/GPU_{InstanceId}_DRAM_{InstanceId}
{ErrorCorrection}",,,busctl get-property  xyz.openbmc_project.NSM /xyz/openbmc_project/inventory/system/accelerator/GPU_$gpuid/Ports/NVLink_[gpu_nvlinkid] xyz.openbmc_project.Metrics.IBPort TXPkts,"""nsmd_HGX_ProcessorPortMetrics_0""",NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,NA,Yes,Yes,Yes,NA,Yes,Yes,,Available OOB,No,No Impact,10 Min,30,"2021.1c
/redfish/v1/Systems/{SYSTEM_NAME}_{InstanceId}/Memory/{GPU_MEM_NAME}_{InstanceId}_DRAM_{InstanceId}
{ErrorCorrection}","2021.1c
/redfish/v1/Systems/$SystemId/Memory/$MemoryId
{ErrorCorrection}","{SystemId:{SystemType: Physical}, MemoryId: {MemoryDeviceType: HBM}}",,,,ES,,,,"L0, R1","L1, R1",NA
GPU-EFFECTIVE-BER,GPU,EFFECTIVE-BER,Flag indicating if the SRAM has exceeded the threshold of ECC errors and warrants running FieldDiags,Link-Quality,Integer,"SMBPBI: (0x1E, [0x02], [0x00])",nvmlDeviceGetSramEccErrorStatus,nvidia_smi_log.gpu.ecc_errors.aggregate.sram_threshold_exceeded,,"2024.1a
/redfish/v1/Systems/HGX_Baseboard_{InstanceId}/Processors/GPU_SXM_{InstanceId}/ProcessorMetrics
{Oem{Nvidia{SRAMECCErrorThresholdExceeded}}","2024.1a
/redfish/v1/Systems/HGX_Baseboard_{InstanceId}/Processors/GPU_{InstanceId}/ProcessorMetrics
{Oem{Nvidia{SRAMECCErrorThresholdExceeded}}","2024.1a
/redfish/v1/Systems/System_{InstanceId}/Processors/GPU_{InstanceId}/ProcessorMetrics
{Oem{Nvidia{SRAMECCErrorThresholdExceeded}}",,,busctl get-property  xyz.openbmc_project.NSM /xyz/openbmc_project/inventory/system/accelerator/GPU_$gpuid/Ports/NVLink_[gpu_nvlinkid] xyz.openbmc_project.Metrics.IBPort BitErrorRate,,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,,,,,,,,,,Available,,,1 Hr,,"2024.1a
/redfish/v1/Systems/{SYSTEM_NAME}_{InstanceId}/Processors/{GPU_PROC_NAME}_{InstanceId}/ProcessorMetrics
{Oem{Nvidia{SRAMECCErrorThresholdExceeded}}",,,,,,,,,,L1,L1,NA
GPU-LINK-DOWNED-COUNTER,GPU,LINK-DOWNED-COUNTER,The maximum speed of which this port is capable,Link-Quality,Integer,"SMBPBI: (0x1A, [0x02], Unused) | NSM: (0x1, 0x42)",NA,NA,NA,"2021.1d
/redfish/v1/Systems/HGX_Baseboard_{InstanceId}/Processors/GPU_SXM_{InstanceId}/Ports/NVLink_{InstanceId}
{MaxSpeedGbps}","2021.1d
/redfish/v1/Systems/HGX_Baseboard_{InstanceId}/Processors/GPU_{InstanceId}/Ports/NVLink_{InstanceId}
{MaxSpeedGbps}","2021.1d
/redfish/v1/Systems/System_{InstanceId}/Processors/GPU_{InstanceId}/Ports/NVLink_{InstanceId}
{MaxSpeedGbps}",,,busctl get-property  xyz.openbmc_project.NSM /xyz/openbmc_project/inventory/system/accelerator/GPU_$gpuid/Ports/NVLink_[gpu_nvlinkid] xyz.openbmc_project.Metrics.IBPort LinkDownCount,,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,Yes,NA,Yes,NA,Yes,NA,,Available OOB,Yes,No Impact,10 Min,30,"2021.1d
/redfish/v1/Systems/{SYSTEM_NAME}_{InstanceId}/Processors/{GPU_PROC_NAME}_{InstanceId}/Ports/NVLink_{InstanceId}
{MaxSpeedGbps}","2021.1d
/redfish/v1/Systems/$SystemId/Processors/$ProcessorId/Ports/$PortId
{MaxSpeedGbps}","{SystemId:{SystemType: Physical}, ProcessorId: {ProcessorType: GPU}, PortId: {PortProtocol: NVLink, Id_contains: NVLink}}",GPU[NVLink],,,ES,,,,"L0, R1","L1, R1",NA
BASEBOARD-CHAS-TYPE,Baseboard,CHAS-TYPE,Nvlink Status,Inventory,string,"SMBPBI: (0x1A, [0x01], Unused), (0x1A, [0x07], Unused); extended data for Arg1 = 0x07 |NSM : {0x01 0x43}","NVML_FI_DEV_NVLINK_GET_STATE, nvmlDeviceGetNvLinkState",nvidia-smi nvlink -s,NA,"2021.1d
/redfish/v1/Systems/HGX_Baseboard_{InstanceId}/Processors/GPU_SXM_{InstanceId}/Ports/NVLink_{InstanceId}
{LinkStatus}","2021.1d
/redfish/v1/Systems/HGX_Baseboard_{InstanceId}/Processors/GPU_{InstanceId}/Ports/NVLink_{InstanceId}
{LinkStatus}","2021.1d
/redfish/v1/Systems/System_{InstanceId}/Processors/GPU_{InstanceId}/Ports/NVLink_{InstanceId}
{LinkStatus}",,,busctl get-property  xyz.openbmc_project.NSM /xyz/openbmc_project/inventory/system/chassis/HGX_Chassis_$baseboardid xyz.openbmc_project.Inventory.Item.Chassis Type,,NA,NA,phy_state,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,Yes,NA,Yes,NA,Yes,NA,,Available,No,No Impact,10 Sec,30,"2021.1d
/redfish/v1/Systems/{SYSTEM_NAME}_{InstanceId}/Processors/{GPU_PROC_NAME}_{InstanceId}/Ports/NVLink_{InstanceId}
{LinkStatus}","2021.1d
/redfish/v1/Systems/$SystemId/Processors/$ProcessorId/Ports/$PortId
{LinkStatus}","{SystemId:{SystemType: Physical}, ProcessorId: {ProcessorType: GPU}, PortId: {PortProtocol: NVLink, Id_contains: NVLink}}",GPU[NVLink],,Y,ES,,,QS,"L0, R1","L1, R1",NA
BASEBOARD-CHAS-PART-NUM,Baseboard,CHAS-PART-NUM,A flag that indicates if GPU reset is recommended,Inventory,string,"SMBPBI: (0x18, 0x01, unused), Bit 1",nvmlDeviceGetRetiredPagesPendingStatus,nvidia_smi_log.gpu.retired_pages.pending_blacklist,NA,NA,NA,NA,,,busctl get-property  xyz.openbmc_project.EntityManager /xyz/openbmc_project/inventory/system/chassis/HGX_Chassis_$baseboardid xyz.openbmc_project.Inventory.Decorator.Asset PartNumber,,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,NA,Yes,Yes,Yes,NA,Yes,Yes,,Available IB,No,No Impact,10 Sec,,NA,NA,,,,Y,ES Factory,,,,"L0, R1","L1, R1",NA
BASEBOARD-CHAS-SERIAL,Baseboard,CHAS-SERIAL,NVLink Sublink Width,Inventory,string,"SMBPBI: (0x1A, 08h, [<link_index>,0xFF = Aggregate Count]);extended data | NSM: (0x1, 0x42)",NA,NA,NA,"2021.1d
/redfish/v1/Systems/HGX_Baseboard_{InstanceId}/Processors/GPU_SXM_{InstanceId}/Ports/NVLink_{InstanceId}
{Oem{Nvidia{RXWidth}}}","2021.1d
/redfish/v1/Systems/HGX_Baseboard_{InstanceId}/Processors/GPU_{InstanceId}/Ports/NVLink_{InstanceId}
{Oem{Nvidia{RXWidth}}}","2021.1d
/redfish/v1/Systems/System_{InstanceId}/Processors/GPU_{InstanceId}/Ports/NVLink_{InstanceId}
{Oem{Nvidia{RXWidth}}}",,,busctl get-property  xyz.openbmc_project.EntityManager /xyz/openbmc_project/inventory/system/chassis/HGX_Chassis_$baseboardid xyz.openbmc_project.Inventory.Decorator.Asset SerialNumber,,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,Yes,NA,Yes,NA,Yes,NA,,Available OOB,No,No Impact,10 Sec,30,"2021.1d
/redfish/v1/Systems/{SYSTEM_NAME}_{InstanceId}/Processors/{GPU_PROC_NAME}_{InstanceId}/Ports/NVLink_{InstanceId}
{Oem{Nvidia{RXWidth}}}","2021.1d
/redfish/v1/Systems/$SystemId/Processors/$ProcessorId/Ports/$PortId
{Oem{Nvidia{RXWidth}}}","{SystemId:{SystemType: Physical}, ProcessorId: {ProcessorType: GPU}, PortId: {PortProtocol: NVLink, Id_contains: NVLink}}",GPU[NVLink],,Y,ES,,,,"L0, R1","L1, R1",NA
